500
5
24000
96,46,69,90,83
4,32,97,9,32
5,76,87,8,17
58,71,22,15,46
32,45,31,69,83
79,62,1,95,70
89,23,80,76,46
39,66,31,41,36
85,27,12,24,21
57,80,32,98,42
52,33,92,72,16
76,46,55,53,37
52,45,86,23,91
44,84,22,74,86
28,50,43,17,11
79,85,68,50,6
98,57,78,85,57
47,22,42,54,95
75,77,44,52,27
74,91,3,18,1
63,43,93,1,15
36,72,43,56,87
69,44,38,3,88
79,62,18,35,92
3,92,77,94,63
63,50,44,58,26
72,2,61,8,27
17,44,84,69,81
10,30,29,49,71
76,26,20,18,26
22,69,57,92,21
25,23,3,54,33
64,19,5,41,1
18,9,9,36,62
99,66,35,27,47
36,62,98,76,57
40,69,56,66,76
36,70,14,26,77
2,78,91,44,37
66,35,7,52,33
36,84,62,42,99
25,14,51,1,57
76,96,58,21,20
78,46,99,69,1
26,74,10,78,43
42,98,66,35,92
52,15,80,23,45
42,82,88,80,4
28,48,11,85,31
78,3,79,61,60
75,92,58,48,77
11,1,38,35,64
18,12,93,75,31
66,61,51,56,42
33,2,51,28,14
43,46,75,94,86
1,75,23,11,81
25,59,46,52,41
13,87,98,4,66
82,29,73,8,90
47,6,91,80,10
13,88,77,34,6
90,18,38,73,39
15,89,57,12,49
12,37,35,93,40
19,67,54,92,45
28,57,79,1,62
31,60,36,95,72
72,74,49,98,89
41,8,68,26,45
34,28,10,50,42
87,22,33,18,12
59,75,23,89,26
55,18,92,84,68
99,5,86,26,49
10,57,97,31,79
16,82,66,3,5
74,28,41,65,83
49,10,71,50,98
16,35,52,97,61
8,84,97,77,34
49,67,10,12,52
47,87,78,39,54
59,17,16,15,57
50,71,88,14,8
72,95,32,93,72
41,93,66,95,7
24,90,77,35,22
23,30,41,90,74
18,63,96,47,67
65,3,88,62,3
85,41,27,24,16
66,56,14,78,7
17,27,61,29,35
13,46,25,17,61
83,94,93,53,51
11,98,55,76,99
69,16,93,31,14
7,49,52,3,94
83,88,97,35,18
25,15,42,84,67
71,15,95,14,54
55,65,12,12,52
8,86,33,73,14
52,29,54,8,67
1,85,4,22,27
14,73,46,79,94
85,29,12,46,1
35,98,28,1,47
61,54,80,98,62
8,90,21,25,48
22,12,6,82,1
11,47,52,63,98
40,62,87,11,56
3,44,28,6,58
2,47,80,7,54
8,75,64,26,22
34,42,45,7,21
33,29,5,50,66
79,72,32,25,59
1,25,41,99,26
17,97,15,33,60
4,45,38,85,51
16,83,80,93,64
54,83,44,9,18
99,29,9,14,36
63,6,59,95,55
4,24,65,60,7
54,95,49,36,22
47,55,42,67,44
31,41,38,47,65
31,38,45,62,65
3,47,34,61,50
38,51,33,26,63
51,47,61,65,14
26,17,65,39,9
32,46,35,74,39
62,28,32,26,73
70,41,27,57,73
11,7,66,65,53
80,68,67,61,52
62,30,71,31,10
68,63,28,12,71
84,10,92,34,28
45,95,94,69,41
92,70,79,16,53
57,19,45,73,66
85,92,56,88,26
60,70,33,96,64
42,65,51,99,42
26,81,55,27,50
28,39,62,39,61
29,72,94,78,6
23,21,72,96,79
38,28,79,29,13
35,40,8,8,67
57,80,90,81,69
11,26,6,95,26
99,2,84,94,98
53,81,72,4,60
24,4,99,75,65
19,80,98,21,26
88,8,67,5,95
98,34,82,63,6
51,60,9,6,46
64,65,95,81,68
17,9,32,77,90
72,73,27,61,14
97,93,69,47,94
14,67,3,79,50
62,30,9,95,39
25,73,12,93,90
65,44,12,81,17
48,79,45,32,92
34,66,6,83,11
78,99,74,86,89
52,89,45,34,27
45,62,79,55,24
51,40,98,28,59
60,30,84,82,38
33,2,55,48,12
17,77,19,79,19
34,6,32,82,58
92,98,42,31,21
9,62,11,21,17
71,50,73,62,79
71,53,3,9,44
93,10,26,35,27
76,93,24,84,26
11,82,54,46,65
61,23,27,74,19
93,69,52,42,73
84,41,66,15,72
8,48,53,55,18
94,2,82,79,52
19,61,38,65,14
2,75,31,99,20
9,48,72,70,75
9,36,64,62,94
76,3,90,58,48
91,31,93,20,35
25,53,56,63,82
76,18,5,83,88
28,31,14,55,13
3,32,83,43,24
23,53,13,63,82
93,73,90,42,36
40,49,1,49,75
79,64,99,6,10
95,66,13,58,36
58,7,6,71,44
48,79,38,25,92
60,36,93,52,74
33,77,70,43,85
42,79,13,21,55
53,93,48,70,11
96,92,48,14,42
18,25,9,85,67
34,94,20,41,10
39,92,80,11,83
90,68,42,10,81
23,87,73,56,82
78,58,1,13,14
47,81,36,94,60
69,96,83,50,31
77,78,40,17,12
92,34,56,91,34
56,41,52,12,8
71,1,94,31,15
57,75,57,20,15
32,55,33,81,31
71,35,76,62,46
92,29,26,50,94
11,68,17,89,40
32,48,82,49,25
62,56,9,88,90
12,8,89,3,13
7,64,45,93,70
47,40,16,13,39
15,23,2,83,27
59,43,41,23,45
98,79,87,67,17
55,64,91,48,90
8,16,38,5,27
18,69,31,13,89
65,64,41,27,38
27,47,36,96,48
75,81,48,94,6
8,2,50,25,77
53,34,51,31,61
33,23,90,9,66
12,95,1,56,90
54,50,36,5,95
40,26,47,64,70
67,27,26,92,59
72,86,64,25,17
14,7,61,96,33
88,67,55,34,87
62,1,19,13,94
38,37,40,43,91
47,94,34,96,24
19,70,20,25,4
43,36,58,95,2
53,37,90,10,77
12,51,66,56,12
44,47,35,20,14
74,83,47,52,6
93,59,7,90,22
36,3,30,30,65
98,51,74,32,75
76,52,70,45,34
26,13,91,89,9
63,5,76,4,14
87,32,19,71,67
73,54,99,6,69
25,81,6,92,35
72,15,10,56,79
62,7,64,70,4
21,72,69,34,12
46,50,96,15,23
7,65,40,6,31
38,76,43,77,42
59,95,54,23,77
5,67,50,62,39
81,67,96,93,90
14,3,32,10,95
7,46,4,14,59
93,74,42,86,76
66,10,56,92,28
58,43,90,58,71
11,32,26,4,42
44,30,14,71,59
10,64,58,11,33
18,93,27,9,23
9,40,43,56,47
73,43,87,47,91
96,85,81,73,3
61,32,98,1,22
67,78,98,98,8
87,15,1,2,8
98,82,24,79,26
38,94,98,59,21
74,70,92,16,48
36,19,41,6,88
6,2,78,31,23
41,41,52,11,42
45,41,88,8,68
73,5,66,44,38
20,90,40,10,11
35,45,7,77,79
54,79,87,67,11
13,54,59,89,18
73,49,44,52,67
39,61,75,39,3
81,3,45,36,38
80,56,58,32,63
29,55,57,77,17
44,27,94,62,1
50,57,82,35,77
30,2,47,45,72
4,8,24,70,65
4,96,12,59,29
83,36,63,29,61
31,93,87,68,25
79,19,40,62,65
72,86,28,59,95
67,38,75,31,44
61,36,14,98,82
50,82,3,28,72
9,14,83,8,34
59,46,12,75,73
83,72,21,27,19
88,49,82,64,23
63,20,27,44,61
57,36,59,3,74
62,95,17,36,61
33,63,14,79,86
26,14,90,10,22
95,14,99,61,98
11,85,79,7,31
36,64,48,52,70
29,3,3,83,51
55,75,80,17,4
63,93,60,75,75
81,58,13,52,32
5,34,52,7,99
45,84,16,56,90
44,36,62,52,25
12,16,43,32,81
95,37,20,9,50
98,26,71,9,2
80,26,83,9,27
65,83,39,53,17
82,43,77,7,96
42,24,77,79,95
4,44,38,72,31
38,72,20,13,31
97,80,60,85,43
93,8,10,38,79
33,33,26,93,2
55,21,80,41,22
82,63,32,55,62
34,50,23,94,37
16,6,63,21,12
13,43,1,33,72
76,63,51,33,25
40,43,39,54,29
80,61,28,32,79
64,42,73,29,57
78,41,63,33,22
83,6,94,86,75
41,16,71,8,73
69,10,47,80,62
81,54,33,52,79
84,3,64,86,37
40,10,96,68,74
78,64,88,57,57
72,77,80,79,37
62,13,37,72,3
10,10,70,91,67
74,64,33,78,47
2,89,90,33,36
28,29,55,40,23
89,90,22,43,21
79,58,32,53,11
34,81,41,15,89
43,43,52,31,38
17,61,68,70,26
32,77,41,35,3
66,68,8,14,16
67,44,91,1,22
24,68,23,43,68
67,64,33,6,23
83,81,46,55,52
